route_id,vehicle_type,power,path,departure,return,customers,load_weight_kg,load_volume_m3,capacity_weight_kg,capacity_volume_m3,distance_km,cost,emissions_kg,late_minutes
54,Fuel-3000,fuel,0-64-0,13:15,15:34,1,2212.4418,5.3740000000000006,3000.0,13.5,96.9481575978232,662.0123099376286,71.89552763795282,0.0
55,Fuel-3000,fuel,0-64-0,13:15,15:34,1,2212.4418,5.3740000000000006,3000.0,13.5,96.9481575978232,662.0123099376286,71.89552763795282,0.0
56,Fuel-3000,fuel,0-64-56-0,13:30,17:22,2,2283.7477166666667,5.6419033333333335,3000.0,13.5,143.6074805556218,779.3868424414334,104.28936087963812,0.0
57,Fuel-3000,fuel,0-56-0,13:30,17:22,1,2355.0536333333334,5.909806666666667,3000.0,13.5,160.90381163327,839.1194796732088,120.70922014642011,0.0
58,Fuel-3000,fuel,0-56-0,13:30,17:22,1,2355.0536333333334,5.909806666666667,3000.0,13.5,160.90381163327,839.1194796732088,120.70922014642011,0.0
59,Fuel-3000,fuel,0-58-56-25-0,13:15,17:34,3,2998.2265166666666,8.025503333333333,3000.0,13.5,156.4743498760873,848.5210065980043,123.29359873996869,0.0
60,Fuel-3000,fuel,0-75-58-0,13:00,17:16,2,2989.6150666666667,8.529483333333333,3000.0,13.5,155.8595368397951,845.3412620145624,121.137978895538,1.3106659321259713
61,Fuel-3000,fuel,0-75-57-0,13:00,17:21,2,2107.4223666666667,5.4382616666666665,3000.0,13.5,160.5442729017896,868.087241296798,122.53420944700643,22.51074378639953
62,Fuel-3000,fuel,0-57-0,14:15,15:59,1,2203.217666666667,5.638176666666666,3000.0,13.5,60.3135829832696,563.5641861653507,44.962034867131315,0.0
63,Fuel-3000,fuel,0-57-0,14:15,15:59,1,2203.217666666667,5.638176666666666,3000.0,13.5,60.3135829832696,563.5641861653507,44.962034867131315,0.0
64,Fuel-3000,fuel,0-57-36-24-0,14:00,18:44,3,2835.7773833333335,7.7330033333333335,3000.0,13.5,162.24064664978584,894.5890442929785,125.07316749652846,45.40106386724983
65,Fuel-3000,fuel,0-36-24-0,14:45,18:02,2,2837.25345,8.349835,3000.0,13.5,108.92019032866892,711.9762014427263,84.8758247924451,0.0
66,Fuel-3000,fuel,0-52-89-80-0,13:45,19:02,3,2800.691233333334,7.909846666666668,3000.0,13.5,210.4417395780482,985.1543467800643,160.85263381545877,0.0
67,Fuel-3000,fuel,0-52-81-0,14:15,18:36,2,2919.9088833333335,7.557681666666667,3000.0,13.5,170.7454008737845,890.3885808905987,134.8025444283777,0.0
68,Fuel-3000,fuel,0-52-81-0,14:15,18:36,2,2919.9088833333335,7.557681666666667,3000.0,13.5,170.7454008737845,890.3885808905987,134.8025444283777,0.0
69,Fuel-3000,fuel,0-45-0,15:15,17:37,1,2319.9702399999996,7.365348,3000.0,13.5,84.711665689376,632.3770283276558,63.87794476858245,0.0
70,Fuel-3000,fuel,0-45-0,15:15,17:37,1,2319.9702399999996,7.365348,3000.0,13.5,84.711665689376,632.3770283276558,63.87794476858245,0.0
71,Fuel-3000,fuel,0-45-69-0,14:30,19:48,2,2304.42807,6.714684,3000.0,13.5,215.4753210516917,1045.4733388109914,159.20459001191833,74.74720809364771
72,Fuel-3000,fuel,0-69-84-0,14:30,19:39,2,2749.70485,7.400040000000001,3000.0,13.5,214.7587884427922,997.3329084151015,160.336204861933,16.868690117682263
73,Fuel-3000,fuel,0-63-0,16:00,18:24,1,2483.7114285714283,6.793671428571429,3000.0,13.5,94.3597395863948,660.022478612878,71.47738159386115,0.0
74,Fuel-3000,fuel,0-63-0,16:00,18:24,1,2483.7114285714283,6.793671428571429,3000.0,13.5,94.3597395863948,660.022478612878,71.47738159386115,0.0
75,Fuel-3000,fuel,0-63-0,16:00,18:24,1,2483.7114285714283,6.793671428571429,3000.0,13.5,94.3597395863948,660.022478612878,71.47738159386115,0.0
76,Fuel-3000,fuel,0-63-65-0,15:15,18:25,2,2333.9534976190475,5.8740540476190475,3000.0,13.5,109.8344701039627,701.5621628354805,82.89619383004451,0.0
77,Fuel-3000,fuel,0-65-0,16:15,18:25,1,2184.1955666666668,4.954436666666667,3000.0,13.5,86.8745378454326,634.853141440727,64.55860162100811,0.0
78,Fuel-3000,fuel,0-65-0,16:15,18:25,1,2184.1955666666668,4.954436666666667,3000.0,13.5,86.8745378454326,634.853141440727,64.55860162100811,0.0
79,Fuel-3000,fuel,0-65-48-0,14:45,18:25,2,2320.4874404761904,5.286244047619048,3000.0,13.5,129.0767605361989,758.7093379710633,97.9813650446249,0.0
80,Fuel-3000,fuel,0-48-0,16:30,18:18,1,2456.7793142857145,5.6180514285714285,3000.0,13.5,71.557344553077,596.2397353272534,53.94419175100393,0.0
81,Fuel-3000,fuel,0-48-0,16:30,18:18,1,2456.7793142857145,5.6180514285714285,3000.0,13.5,71.557344553077,596.2397353272534,53.94419175100393,0.0
82,Fuel-3000,fuel,0-48-0,16:30,18:18,1,2456.7793142857145,5.6180514285714285,3000.0,13.5,71.557344553077,596.2397353272534,53.94419175100393,0.0
83,Fuel-3000,fuel,0-31-0,16:30,18:55,1,2257.2069333333334,5.148423333333334,3000.0,13.5,105.2171004995292,684.6619539877744,78.25050825982929,0.0
84,Fuel-3000,fuel,0-31-0,16:30,18:55,1,2257.2069333333334,5.148423333333334,3000.0,13.5,105.2171004995292,684.6619539877744,78.25050825982929,0.0
85,Fuel-3000,fuel,0-31-0,16:30,18:55,1,2257.2069333333334,5.148423333333334,3000.0,13.5,105.2171004995292,684.6619539877744,78.25050825982929,0.0
86,Fuel-1500,fuel,0-43-0,17:00,18:44,1,1012.3161400000001,2.723376,1500.0,10.8,77.177075385153,605.1062181873859,56.38149248811696,0.0
87,Fuel-1500,fuel,0-43-0,17:00,18:44,1,1012.3161400000001,2.723376,1500.0,10.8,77.177075385153,605.1062181873859,56.38149248811696,0.0
88,Fuel-1500,fuel,0-43-0,17:00,18:44,1,1012.3161400000001,2.723376,1500.0,10.8,77.177075385153,605.1062181873859,56.38149248811696,0.0
89,Fuel-1500,fuel,0-43-0,17:00,18:44,1,1012.3161400000001,2.723376,1500.0,10.8,77.177075385153,605.1062181873859,56.38149248811696,0.0
90,Fuel-1500,fuel,0-43-0,17:00,18:44,1,1012.3161400000001,2.723376,1500.0,10.8,77.177075385153,605.1062181873859,56.38149248811696,0.0
91,Fuel-1500,fuel,0-44-0,17:00,19:01,1,1138.077225,2.9060075,1500.0,10.8,92.727800414795,650.0747284332865,68.74285210479474,0.0
92,Fuel-1500,fuel,0-44-0,17:00,19:01,1,1138.077225,2.9060075,1500.0,10.8,92.727800414795,650.0747284332865,68.74285210479474,0.0
93,Fuel-1500,fuel,0-44-0,17:00,19:01,1,1138.077225,2.9060075,1500.0,10.8,92.727800414795,650.0747284332865,68.74285210479474,0.0
94,Fuel-1500,fuel,0-44-0,17:00,19:01,1,1138.077225,2.9060075,1500.0,10.8,92.727800414795,650.0747284332865,68.74285210479474,0.0
95,Fuel-1500,fuel,0-51-0,17:00,18:47,1,1151.9821,3.2531033333333332,1500.0,10.8,79.7371717776724,615.3868601016827,59.2075303332221,0.0
96,Fuel-1500,fuel,0-51-0,17:00,18:47,1,1151.9821,3.2531033333333332,1500.0,10.8,79.7371717776724,615.3868601016827,59.2075303332221,0.0
97,Fuel-1500,fuel,0-51-0,17:00,18:47,1,1151.9821,3.2531033333333332,1500.0,10.8,79.7371717776724,615.3868601016827,59.2075303332221,0.0
98,Fuel-1500,fuel,0-54-0,17:00,20:49,1,1241.8007166666666,3.27882,1500.0,10.8,192.21095155748,924.8201371524988,144.20474037449654,0.2735722734973933
99,Fuel-1500,fuel,0-54-0,17:00,20:49,1,1241.8007166666666,3.27882,1500.0,10.8,192.21095155748,924.8201371524988,144.20474037449654,0.2735722734973933
100,Fuel-1500,fuel,0-54-0,17:00,20:49,1,1241.8007166666666,3.27882,1500.0,10.8,192.21095155748,924.8201371524988,144.20474037449654,0.2735722734973933
101,Fuel-1500,fuel,0-54-0,17:00,20:49,1,1241.8007166666666,3.27882,1500.0,10.8,192.21095155748,924.8201371524988,144.20474037449654,0.2735722734973933
102,Fuel-1500,fuel,0-54-0,17:00,20:49,1,1241.8007166666666,3.27882,1500.0,10.8,192.21095155748,924.8201371524988,144.20474037449654,0.2735722734973933
103,Fuel-1500,fuel,0-54-0,17:00,20:49,1,1241.8007166666666,3.27882,1500.0,10.8,192.21095155748,924.8201371524988,144.20474037449654,0.2735722734973933
104,Fuel-1500,fuel,0-53-0,17:45,18:50,1,1160.6409833333335,3.1264566666666664,1500.0,10.8,41.4272450198718,512.0156889178703,30.791907622733206,0.0
105,Fuel-1500,fuel,0-53-0,17:45,18:50,1,1160.6409833333335,3.1264566666666664,1500.0,10.8,41.4272450198718,512.0156889178703,30.791907622733206,0.0
106,Fuel-1500,fuel,0-53-0,17:45,18:50,1,1160.6409833333335,3.1264566666666664,1500.0,10.8,41.4272450198718,512.0156889178703,30.791907622733206,0.0
107,Fuel-1500,fuel,0-53-0,17:45,18:50,1,1160.6409833333335,3.1264566666666664,1500.0,10.8,41.4272450198718,512.0156889178703,30.791907622733206,0.0
108,Fuel-1500,fuel,0-53-0,17:45,18:50,1,1160.6409833333335,3.1264566666666664,1500.0,10.8,41.4272450198718,512.0156889178703,30.791907622733206,0.0
109,Fuel-1500,fuel,0-53-0,17:45,18:50,1,1160.6409833333335,3.1264566666666664,1500.0,10.8,41.4272450198718,512.0156889178703,30.791907622733206,0.0
110,Fuel-1500,fuel,0-40-0,17:00,19:18,1,897.0452666666666,2.6502333333333334,1500.0,10.8,108.8883114687904,685.4634584680371,78.47083321746581,0.0
111,Fuel-1500,fuel,0-40-0,17:00,19:18,1,897.0452666666666,2.6502333333333334,1500.0,10.8,108.8883114687904,685.4634584680371,78.47083321746581,0.0
112,Fuel-1500,fuel,0-40-0,17:00,19:18,1,897.0452666666666,2.6502333333333334,1500.0,10.8,108.8883114687904,685.4634584680371,78.47083321746581,0.0
113,Fuel-1500,fuel,0-27-34-0,17:00,20:25,2,1441.9178333333334,4.06767,1500.0,10.8,152.3575608155935,832.9991310774145,119.02680217085602,0.0
114,Fuel-1500,fuel,0-27-0,17:00,20:10,1,1077.8680333333334,2.54657,1500.0,10.8,156.8079914420778,819.9429724503461,115.43780464527538,0.0
115,Fuel-1500,fuel,0-27-0,17:00,20:10,1,1077.8680333333334,2.54657,1500.0,10.8,156.8079914420778,819.9429724503461,115.43780464527538,0.0
116,Fuel-1500,fuel,0-55-0,17:00,19:43,1,1219.76473,3.088371,1500.0,10.8,132.0866119974154,759.5889465818506,98.84713232824535,0.0
117,Fuel-1500,fuel,0-55-0,17:00,19:43,1,1219.76473,3.088371,1500.0,10.8,132.0866119974154,759.5889465818506,98.84713232824535,0.0
118,Fuel-1500,fuel,0-55-0,17:00,19:43,1,1219.76473,3.088371,1500.0,10.8,132.0866119974154,759.5889465818506,98.84713232824535,0.0
119,Fuel-1500,fuel,0-55-0,17:00,19:43,1,1219.76473,3.088371,1500.0,10.8,132.0866119974154,759.5889465818506,98.84713232824535,0.0
120,Fuel-1500,fuel,0-55-0,17:00,19:43,1,1219.76473,3.088371,1500.0,10.8,132.0866119974154,759.5889465818506,98.84713232824535,0.0
121,Fuel-1500,fuel,0-55-0,17:00,19:43,1,1219.76473,3.088371,1500.0,10.8,132.0866119974154,759.5889465818506,98.84713232824535,0.0
122,Fuel-1500,fuel,0-55-0,17:00,19:43,1,1219.76473,3.088371,1500.0,10.8,132.0866119974154,759.5889465818506,98.84713232824535,0.0
123,Fuel-1500,fuel,0-55-0,17:00,19:43,1,1219.76473,3.088371,1500.0,10.8,132.0866119974154,759.5889465818506,98.84713232824535,0.0
124,Fuel-1500,fuel,0-55-0,17:00,19:43,1,1219.76473,3.088371,1500.0,10.8,132.0866119974154,759.5889465818506,98.84713232824535,0.0
125,Fuel-1500,fuel,0-55-0,17:00,19:43,1,1219.76473,3.088371,1500.0,10.8,132.0866119974154,759.5889465818506,98.84713232824535,0.0
126,Fuel-1500,fuel,0-68-0,17:45,19:55,1,1235.8312333333333,2.905483333333333,1500.0,10.8,101.7770208998458,677.5854737004995,76.30525997001497,0.0
127,Fuel-1500,fuel,0-68-0,17:45,19:55,1,1235.8312333333333,2.905483333333333,1500.0,10.8,101.7770208998458,677.5854737004995,76.30525997001497,0.0
128,Fuel-1500,fuel,0-68-0,17:45,19:55,1,1235.8312333333333,2.905483333333333,1500.0,10.8,101.7770208998458,677.5854737004995,76.30525997001497,0.0
129,Fuel-1500,fuel,0-68-0,17:45,19:55,1,1235.8312333333333,2.905483333333333,1500.0,10.8,101.7770208998458,677.5854737004995,76.30525997001497,0.0
130,Fuel-1500,fuel,0-68-0,17:45,19:55,1,1235.8312333333333,2.905483333333333,1500.0,10.8,101.7770208998458,677.5854737004995,76.30525997001497,0.0
131,Fuel-1500,fuel,0-68-0,17:45,19:55,1,1235.8312333333333,2.905483333333333,1500.0,10.8,101.7770208998458,677.5854737004995,76.30525997001497,0.0
132,Fuel-1500,fuel,0-47-0,18:45,19:41,1,938.0139333333333,2.6986866666666667,1500.0,10.8,33.0606074004938,487.09512201997654,23.94151192156756,0.0
133,Fuel-1500,fuel,0-47-0,18:45,19:41,1,938.0139333333333,2.6986866666666667,1500.0,10.8,33.0606074004938,487.09512201997654,23.94151192156756,0.0
134,Fuel-1500,fuel,0-47-0,18:45,19:41,1,938.0139333333333,2.6986866666666667,1500.0,10.8,33.0606074004938,487.09512201997654,23.94151192156756,0.0
135,Fuel-1500,fuel,0-62-0,18:30,20:36,1,1100.5368,3.154634375,1500.0,10.8,97.7527149276738,662.4805648603367,72.15308305489447,0.0
136,Fuel-1250,fuel,0-62-0,18:30,20:36,1,1100.5368,3.154634375,1250.0,6.5,97.7527149276738,669.198041400024,73.99964507728748,0.0
137,Fuel-1250,fuel,0-62-0,18:30,20:36,1,1100.5368,3.154634375,1250.0,6.5,97.7527149276738,669.198041400024,73.99964507728748,0.0
138,Fuel-1250,fuel,0-62-0,18:30,20:36,1,1100.5368,3.154634375,1250.0,6.5,97.7527149276738,669.198041400024,73.99964507728748,0.0
139,Fuel-1250,fuel,0-62-0,18:30,20:36,1,1100.5368,3.154634375,1250.0,6.5,97.7527149276738,669.198041400024,73.99964507728748,0.0
140,Fuel-1250,fuel,0-62-0,18:30,20:36,1,1100.5368,3.154634375,1250.0,6.5,97.7527149276738,669.198041400024,73.99964507728748,0.0
141,Fuel-1250,fuel,0-62-0,18:30,20:36,1,1100.5368,3.154634375,1250.0,6.5,97.7527149276738,669.198041400024,73.99964507728748,0.0
142,Fuel-1250,fuel,0-62-0,18:30,20:36,1,1100.5368,3.154634375,1250.0,6.5,97.7527149276738,669.198041400024,73.99964507728748,0.0
143,Fuel-1250,fuel,0-67-0,18:00,20:11,1,964.6274,2.97498,1250.0,6.5,101.9082835689574,675.4529356266429,75.71904819908796,0.0
144,Fuel-1250,fuel,0-67-0,18:00,20:11,1,964.6274,2.97498,1250.0,6.5,101.9082835689574,675.4529356266429,75.71904819908796,0.0
145,Fuel-1250,fuel,0-67-0,18:00,20:11,1,964.6274,2.97498,1250.0,6.5,101.9082835689574,675.4529356266429,75.71904819908796,0.0
146,Fuel-1250,fuel,0-77-19-0,17:00,22:34,2,993.5056,2.62244,1250.0,6.5,270.6134784279462,1120.5584414503041,198.07376252612363,0.0
147,Fuel-1250,fuel,0-77-98-0,17:00,21:57,2,1009.6333999999999,2.61301,1250.0,6.5,236.9646506462411,1043.1180627326298,176.78623565573633,0.0
148,Fuel-1250,fuel,0-28-0,18:30,21:03,1,1085.7705,2.6534333333333335,1250.0,6.5,122.6038152604192,736.9564177646395,92.62569367674197,0.0
149,Fuel-1250,fuel,0-28-0,18:30,21:03,1,1085.7705,2.6534333333333335,1250.0,6.5,122.6038152604192,736.9564177646395,92.62569367674197,0.0
150,Fuel-1250,fuel,0-28-0,18:30,21:03,1,1085.7705,2.6534333333333335,1250.0,6.5,122.6038152604192,736.9564177646395,92.62569367674197,0.0
151,Fuel-1250,fuel,0-72-0,18:30,20:20,1,908.4410666666666,2.5001866666666666,1250.0,6.5,83.0686627414114,622.7817876705594,61.24031635433565,0.0
152,Fuel-1250,fuel,0-72-0,18:30,20:20,1,908.4410666666666,2.5001866666666666,1250.0,6.5,83.0686627414114,622.7817876705594,61.24031635433565,0.0
153,Fuel-1250,fuel,0-72-0,18:30,20:20,1,908.4410666666666,2.5001866666666666,1250.0,6.5,83.0686627414114,622.7817876705594,61.24031635433565,0.0
154,Fuel-1250,fuel,0-71-0,18:00,21:02,1,1022.3562666666667,3.3478666666666665,1250.0,6.5,149.4022850791938,807.0580970008584,111.89589102224764,0.0
155,Fuel-1250,fuel,0-71-0,18:00,21:02,1,1022.3562666666667,3.3478666666666665,1250.0,6.5,149.4022850791938,807.0580970008584,111.89589102224764,0.0
156,Fuel-1250,fuel,0-71-0,18:00,21:02,1,1022.3562666666667,3.3478666666666665,1250.0,6.5,149.4022850791938,807.0580970008584,111.89589102224764,0.0
157,Fuel-1250,fuel,0-78-0,18:45,21:42,1,941.1955,2.36205,1250.0,6.5,145.0604655432062,790.8176545752304,107.43156814254004,0.0
158,Fuel-1250,fuel,0-78-0,18:45,21:42,1,941.1955,2.36205,1250.0,6.5,145.0604655432062,790.8176545752304,107.43156814254004,0.0
159,Fuel-1250,fuel,0-50-0,19:00,21:53,1,1136.0443,3.0858978571428572,1250.0,6.5,140.9824863605382,790.122577711618,107.24049899158614,0.0
160,Fuel-1250,fuel,0-50-0,19:00,21:53,1,1136.0443,3.0858978571428572,1250.0,6.5,140.9824863605382,790.122577711618,107.24049899158614,0.0
161,Fuel-1250,fuel,0-50-0,19:00,21:53,1,1136.0443,3.0858978571428572,1250.0,6.5,140.9824863605382,790.122577711618,107.24049899158614,0.0
162,Fuel-1250,fuel,0-50-0,19:00,21:53,1,1136.0443,3.0858978571428572,1250.0,6.5,140.9824863605382,790.122577711618,107.24049899158614,0.0
163,Fuel-1250,fuel,0-50-0,19:00,21:53,1,1136.0443,3.0858978571428572,1250.0,6.5,140.9824863605382,790.122577711618,107.24049899158614,0.0
164,Fuel-1250,fuel,0-50-0,19:00,21:53,1,1136.0443,3.0858978571428572,1250.0,6.5,140.9824863605382,790.122577711618,107.24049899158614,0.0
165,Fuel-1250,fuel,0-50-0,19:00,21:53,1,1136.0443,3.0858978571428572,1250.0,6.5,140.9824863605382,790.122577711618,107.24049899158614,0.0
